0,#,FORM,LEMMA,GRAM,COMMENT,CHECKED,CONTEXT,RIGHT1,RIGHT2,RIGHT3,RIGHT4,RIGHT5,RIGHT6,POS,AUTO_LEMMA,AUTO_GRAM,
12514,"<distinct form=""",,,,,,,,,,,,,,,,
12515,<dist>,роля,,,,,,,,,,,,,,,
12516,<dist>,-,,,,,,,,,,,,,,,
12517,<dist>,ролях,,,,,,,,,,,,,,,
12518,""">",,,,,,,,,,,,,,,,
12519,,ролях,РОЛЬ,S f inan loc pl,,,- ролях _ролях_ себя попробовать,х,я,л,о,р,,S,РОЛЬ,S f inan loc pl,Ь
12520,</distinct>,,,,,,,,,,,,,,,,
12521,,себя,СЕБЯ,SPRO - - - acc,,,ролях _себя_ попробовать и прочее,я,б,е,с,,,SPRO,СЕБЯ,SPRO - - - acc,Я
12522,,попробовать,ПОПРОБОВАТЬ,V pf - - inf - -,,,"ролях себя _попробовать_ и прочее ,",ь,т,а,в,о,б,V,ПОПРОБОВАТЬ,V pf - - inf - -,Ь
12523,,и,И,CONJ,,,"себя попробовать _и_ прочее , а",и,,,,,,CONJ,И,CONJ,И
12524,,прочее,ПРОЧЕЕ!,APRO n sg plen nom,,,"себя попробовать и _прочее_ , а если",е,е,ч,о,р,п,S,ПРОЧЕЕ,S n - nom sg,Е
12525,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12526,,а,А,CONJ,,,"и прочее , _а_ если происходит какая-то",а,,,,,,CONJ,А,CONJ,А
12527,,если,ЕСЛИ,CONJ,,,"прочее , а _если_ происходит какая-то фигня",и,л,с,е,,,CONJ,ЕСЛИ,CONJ,И
12528,,происходит,ПРОИСХОДИТЬ,V ipf praes sg indic - 3p,,,", а если _происходит_ какая-то фигня ,",т,и,д,о,х,с,V,ПРОИСХОДИТЬ,V ipf praes sg indic - 3p,Ь
12529,,какая-то,КАКОЙ-ТО,APRO - nom sg plen f -,,,"а если происходит _какая-то_ фигня , возможно",о,т,-,я,а,к,APRO,КАКОЙ-ТО,A - nom sg plen f -,О
12530,,фигня,ФИГНЯ,S f inan nom sg,,,"если происходит какая-то _фигня_ , возможно ты",я,н,г,и,ф,,S,ФИГНЯ,S f inan nom sg,Я
12531,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12532,,возможно,ВОЗМОЖНО!,PARENTH,,,"какая-то фигня , _возможно_ ты в прошлой",о,н,ж,о,м,з,ADV,ВОЗМОЖНО,ADV -,О
12533,,ты,ТЫ,SPRO sg 2p - nom,,,"фигня , возможно _ты_ в прошлой жизни",ы,т,,,,,SPRO,ТЫ,SPRO sg 2p - nom,Ы
12534,,в,В,PR,,,", возможно ты _в_ прошлой жизни что-то",в,,,,,,PR,В,PR,В
12535,,прошлой,ПРОШЛЫЙ,A - loc sg plen f -,,,возможно ты в _прошлой_ жизни что-то напортачил,й,о,л,ш,о,р,A,ПРОШЛЫЙ,A - loc sg plen f -,Й
12536,,жизни,ЖИЗНЬ,S f inan loc sg,,,ты в прошлой _жизни_ что-то напортачил .,и,н,з,и,ж,,S,ЖИЗНЬ,S f inan loc sg,Ь
12537,,что-то,ЧТО-ТО,SPRO n inan acc sg,,,в прошлой жизни _что-то_ напортачил .,о,т,-,о,т,ч,SPRO,ЧТО-ТО,S n - acc sg,О
12538,,напортачил,НАПОРТАЧИТЬ,V pf praet sg indic m -,,,прошлой жизни что-то _напортачил_ .,л,и,ч,а,т,р,V,НАПОРТАЧИТЬ,V pf praet sg indic m -,Ь
12539,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
12540,,,,,,,,,,,,,,,,,
12541,# sent = 899,,,,,,,,,,,,,,,,
12542,,Значит,ЗНАЧИТ!,PARENTH,,,. _Значит_ в этой жизни,т,и,ч,а,н,з,ADV,ЗНАЧИТ,ADV -,Т
12543,,в,В,PR,,,Значит _в_ этой жизни тебе,в,,,,,,PR,В,PR,В
12544,,этой,ЭТОТ,APRO - loc sg plen f -,,,Значит в _этой_ жизни тебе надо,й,о,т,э,,,APRO,ЭТОТ,A - loc sg plen f -,Т
12545,,жизни,ЖИЗНЬ,S f inan loc sg,,,Значит в этой _жизни_ тебе надо быть,и,н,з,и,ж,,S,ЖИЗНЬ,S f inan loc sg,Ь
12546,,тебе,ТЫ,SPRO sg 2p - dat,,,в этой жизни _тебе_ надо быть максимально,е,б,е,т,,,SPRO,ТЫ,SPRO sg 2p - dat,Ы
12547,,надо,НАДО,PRAEDIC,,,этой жизни тебе _надо_ быть максимально клевым,о,д,а,н,,,PRAEDIC,НАДО,ADV -,О
12548,,быть,БЫТЬ,V ipf - - inf - -,,,жизни тебе надо _быть_ максимально клевым и,ь,т,ы,б,,,V,БЫТЬ,V ipf - - inf - -,Ь
12549,,максимально,МАКСИМАЛЬНО,ADV -,,,тебе надо быть _максимально_ клевым и делать,о,н,ь,л,а,м,ADV,МАКСИМАЛЬНО,ADV -,О
12550,,клевым,КЛЕВЫЙ,A - dat pl plen - -,,,надо быть максимально _клевым_ и делать максимально,м,ы,в,е,л,к,A,КЛЕВЫЙ,A - dat pl plen - -,Й
12551,,и,И,CONJ,,,быть максимально клевым _и_ делать максимально клевые,и,,,,,,CONJ,И,CONJ,И
12552,,делать,ДЕЛАТЬ,V ipf - - inf - -,,,максимально клевым и _делать_ максимально клевые штуки,ь,т,а,л,е,д,V,ДЕЛАТЬ,V ipf - - inf - -,Ь
12553,,максимально,МАКСИМАЛЬНО,ADV -,,,"клевым и делать _максимально_ клевые штуки ,",о,н,ь,л,а,м,ADV,МАКСИМАЛЬНО,ADV -,О
12554,,клевые,КЛЕВЫЙ!,A - acc pl plen - -,,,"и делать максимально _клевые_ штуки , и",е,ы,в,е,л,к,A,КЛЕВЫЙ,A - nom pl plen - -,Й
12555,,штуки,ШТУКА!,S f inan acc pl,,,"делать максимально клевые _штуки_ , и тогда",и,к,у,т,ш,,S,ШТУКА,S f inan nom pl,А
12556,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12557,,и,И,CONJ,,,"клевые штуки , _и_ тогда в следующей",и,,,,,,CONJ,И,CONJ,И
12558,,тогда,ТОГДА!,ADVPRO -,,,"штуки , и _тогда_ в следующей жизни",а,д,г,о,т,,ADV,ТОГДА,ADV -,А
12559,,в,В,PR,,,", и тогда _в_ следующей жизни у",в,,,,,,PR,В,PR,В
12560,,следующей,СЛЕДУЮЩИЙ,A - loc sg plen f -,,,и тогда в _следующей_ жизни у тебя,й,е,щ,ю,у,д,A,СЛЕДУЮЩИЙ,A - loc sg plen f -,Й
12561,,жизни,ЖИЗНЬ,S f inan loc sg,,,тогда в следующей _жизни_ у тебя тоже,и,н,з,и,ж,,S,ЖИЗНЬ,S f inan loc sg,Ь
12562,,у,У,PR,,,в следующей жизни _у_ тебя тоже будет,у,,,,,,PR,У,PR,У
12563,,тебя,ТЫ!,SPRO sg 2p - gen,,,следующей жизни у _тебя_ тоже будет все,я,б,е,т,,,SPRO,ТЫ,SPRO sg 2p - acc,Ы
12564,,тоже,ТОЖЕ,PART,,,жизни у тебя _тоже_ будет все клево,е,ж,о,т,,,PART,ТОЖЕ,PART,Е
12565,,будет,БЫТЬ!,V ipf fut sg indic - 3p,,,у тебя тоже _будет_ все клево .,т,е,д,у,б,,V,БЫТЬ,V ipf praes sg indic - 3p,Ь
12566,,все,ВЕСЬ!,APRO - nom sg plen n -,,,тебя тоже будет _все_ клево .,е,с,в,,,,APRO,ВЕСЬ,A - nom pl plen - -,Ь
12567,,клево,КЛЕВЫЙ,A - - sg brev n -,,,тоже будет все _клево_ .,о,в,е,л,к,,A,КЛЕВЫЙ,A - - sg brev n -,Й
12568,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
12569,,,,,,,,,,,,,,,,,
12570,# sent = 900,,,,,,,,,,,,,,,,
12571,,Вот,ВОТ,PART,,,. _Вот_ .,т,о,в,,,,PART,ВОТ,PART,Т
12572,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
12573,,,,,,,,,,,,,,,,,
12574,# sent = 901,,,,,,,,,,,,,,,,
12575,# speaker = В,,,,,,,,,,,,,,,,
12576,# sent = 902,,,,,,,,,,,,,,,,
12577,,Круто,КРУТО!,PRAEDIC,,,_Круто_ .,о,т,у,р,к,,ADV,КРУТО,ADV -,О
12578,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
12579,,,,,,,,,,,,,,,,,
12580,# sent = 903,,,,,,,,,,,,,,,,
12581,,Спасибо,СПАСИБО,PRAEDIC,,,. _Спасибо_ .,о,б,и,с,а,п,PRAEDIC,СПАСИБО,S n inan nonflex -,О
12582,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
12583,,,,,,,,,,,,,,,,,
12584,# sent = 904,,,,,,,,,,,,,,,,
